Origin,Destination,ETA(Days),RouteID,VoyageID,Distance,ATA(Days),start_date,end_date,Delay
Shenzhen,Guangzhou,1,1,32,46.8502718,5,22-01-2017 00:00,27-01-2017 00:00,6
New York,Savannah,5,2,32,688.4059453,6,04-12-2016 00:00,10-12-2016 00:00,4
Savannah,Wilmington,3,2,32,628.8036587,6,14-12-2016 00:00,20-12-2016 00:00,6
Wilmington,Busan,36,2,32,10098.33221,39,26-12-2016 00:00,03-02-2017 00:00,6
Busan,Shanghai,2,2,32,481.9350185,7,09-02-2017 00:00,16-02-2017 00:00,6
Shanghai,Ningbo,1,2,32,134.246,2,22-02-2017 00:00,24-02-2017 00:00,6
Ningbo,Shenzhen,2,2,32,746.6292581,3,02-03-2017 00:00,05-03-2017 00:00,6
Shenzhen,Guangzhou,1,2,32,46.8502718,6,11-03-2017 00:00,17-03-2017 00:00,6
Savannah,Wilmington,3,1,33,628.8036587,5,24-12-2019 00:00,29-12-2019 00:00,6
Wilmington,Busan,36,1,33,10098.33221,38,04-01-2020 00:00,11-02-2020 00:00,6
Busan,Shanghai,2,1,33,481.9350185,3,17-02-2020 00:00,20-02-2020 00:00,6
Shanghai,Shenzhen,3,1,33,872.8668682,8,26-02-2020 00:00,05-03-2020 00:00,6
Shenzhen,Guangzhou,1,1,33,46.8502718,4,11-03-2020 00:00,15-03-2020 00:00,6
Savannah,Wilmington,3,2,33,628.8036587,8,06-12-2017 00:00,14-12-2017 00:00,6
Wilmington,Busan,36,2,33,10098.33221,40,20-12-2017 00:00,29-01-2018 00:00,6
Busan,Shanghai,2,2,33,481.9350185,3,04-02-2018 00:00,07-02-2018 00:00,6
Shanghai,Ningbo,1,2,33,134.246,3,13-02-2018 00:00,16-02-2018 00:00,6
Ningbo,Shenzhen,2,2,33,746.6292581,7,22-02-2018 00:00,01-03-2018 00:00,6
Shenzhen,Guangzhou,1,2,33,46.8502718,2,07-03-2018 00:00,09-03-2018 00:00,6
Los Angeles,Busan,20,1,34,5254.901206,24,07-09-2015 00:00,01-10-2015 00:00,3
Busan,Shanghai,2,1,34,481.9350185,7,04-10-2015 00:00,11-10-2015 00:00,6
Shanghai,Shenzhen,3,1,34,872.8668682,4,17-10-2015 00:00,21-10-2015 00:00,6
Shenzhen,Guangzhou,1,1,34,46.8502718,4,27-10-2015 00:00,31-10-2015 00:00,6
Los Angeles,Busan,20,2,34,5254.901206,23,02-03-2018 00:00,25-03-2018 00:00,3
Busan,Shanghai,2,2,34,481.9350185,7,28-03-2018 00:00,04-04-2018 00:00,6
Shanghai,Ningbo,1,2,34,134.246,4,10-04-2018 00:00,14-04-2018 00:00,6
Ningbo,Shenzhen,2,2,34,746.6292581,7,20-04-2018 00:00,27-04-2018 00:00,6
Shenzhen,Guangzhou,1,2,34,46.8502718,2,03-05-2018 00:00,05-05-2018 00:00,6
Long Beach,Busan,20,1,35,5254.9634,23,03-10-2016 00:00,26-10-2016 00:00,2
Busan,Shanghai,2,1,35,481.9350185,3,28-10-2016 00:00,31-10-2016 00:00,6
Shanghai,Shenzhen,3,1,35,872.8668682,4,06-11-2016 00:00,10-11-2016 00:00,6
Shenzhen,Guangzhou,1,1,35,46.8502718,3,16-11-2016 00:00,19-11-2016 00:00,6
Long Beach,Busan,20,2,35,5254.9634,25,30-05-2016 00:00,24-06-2016 00:00,2
Busan,Shanghai,2,2,35,481.9350185,7,26-06-2016 00:00,03-07-2016 00:00,6
Shanghai,Ningbo,1,2,35,134.246,6,09-07-2016 00:00,15-07-2016 00:00,6
Ningbo,Shenzhen,2,2,35,746.6292581,7,21-07-2016 00:00,28-07-2016 00:00,6
Shenzhen,Guangzhou,1,2,35,46.8502718,5,03-08-2016 00:00,08-08-2016 00:00,6
Seattle,Yokohama,15,1,36,4247.728669,20,05-11-2017 00:00,25-11-2017 00:00,5
Yokohama,Busan,2,1,36,644.2606097,5,30-11-2017 00:00,05-12-2017 00:00,6
Busan,Ningbo,8,1,36,506.2098107,11,11-12-2017 00:00,22-12-2017 00:00,6
Ningbo,Shanghai,5,1,36,134.246,9,28-12-2017 00:00,06-01-2018 00:00,6
Seattle,Yokohama,15,2,36,4247.728669,17,29-04-2015 00:00,16-05-2015 00:00,5
Yokohama,Busan,2,2,36,644.2606097,6,21-05-2015 00:00,27-05-2015 00:00,6
Busan,Wenzhou,2,2,36,624.1703,3,02-06-2015 00:00,05-06-2015 00:00,6
Wenzhou,Ningbo,1,2,36,234.4704,5,11-06-2015 00:00,16-06-2015 00:00,6
Ningbo,Shanghai,5,2,36,134.246,9,22-06-2015 00:00,01-07-2015 00:00,6
New York,Savannah,5,1,37,688.4059453,9,03-12-2019 00:00,12-12-2019 00:00,4
Savannah,Wilmington,3,1,37,628.8036587,6,16-12-2019 00:00,22-12-2019 00:00,6
Wilmington,Busan,36,1,37,10098.33221,38,28-12-2019 00:00,04-02-2020 00:00,6
Busan,Ningbo,8,1,37,506.2098107,9,10-02-2020 00:00,19-02-2020 00:00,6
Ningbo,Shanghai,5,1,37,134.246,10,25-02-2020 00:00,06-03-2020 00:00,6
New York,Savannah,5,2,37,688.4059453,7,19-01-2018 00:00,26-01-2018 00:00,4
Savannah,Wilmington,3,2,37,628.8036587,5,30-01-2018 00:00,04-02-2018 00:00,6
Wilmington,Busan,36,2,37,10098.33221,39,10-02-2018 00:00,21-03-2018 00:00,6
Busan,Wenzhou,2,2,37,624.1703,5,27-03-2018 00:00,01-04-2018 00:00,6
Wenzhou,Ningbo,1,2,37,234.4704,5,07-04-2018 00:00,12-04-2018 00:00,6
Ningbo,Shanghai,5,2,37,134.246,10,18-04-2018 00:00,28-04-2018 00:00,6
Savannah,Wilmington,3,1,38,628.8036587,4,28-01-2018 00:00,01-02-2018 00:00,6
Wilmington,Busan,36,1,38,10098.33221,39,07-02-2018 00:00,18-03-2018 00:00,6
Busan,Ningbo,8,1,38,506.2098107,11,24-03-2018 00:00,04-04-2018 00:00,6
Ningbo,Shanghai,5,1,38,134.246,6,10-04-2018 00:00,16-04-2018 00:00,6
Savannah,Wilmington,3,2,38,628.8036587,8,03-06-2016 00:00,11-06-2016 00:00,6
Wilmington,Busan,36,2,38,10098.33221,41,17-06-2016 00:00,28-07-2016 00:00,6
Busan,Wenzhou,2,2,38,624.1703,6,03-08-2016 00:00,09-08-2016 00:00,6
Wenzhou,Ningbo,1,2,38,234.4704,3,15-08-2016 00:00,18-08-2016 00:00,6
Ningbo,Shanghai,5,2,38,134.246,10,24-08-2016 00:00,03-09-2016 00:00,6
Los Angeles,Busan,20,1,39,5254.901206,24,19-07-2015 00:00,12-08-2015 00:00,3
Busan,Ningbo,8,1,39,506.2098107,11,15-08-2015 00:00,26-08-2015 00:00,6
Ningbo,Shanghai,5,1,39,134.246,6,01-09-2015 00:00,07-09-2015 00:00,6
Los Angeles,Busan,20,2,39,5254.901206,22,08-08-2019 00:00,30-08-2019 00:00,3
Busan,Wenzhou,2,2,39,624.1703,4,02-09-2019 00:00,06-09-2019 00:00,6
Wenzhou,Ningbo,1,2,39,234.4704,4,12-09-2019 00:00,16-09-2019 00:00,6
Ningbo,Shanghai,5,2,39,134.246,9,22-09-2019 00:00,01-10-2019 00:00,6
Long Beach,Busan,20,1,40,5254.9634,21,16-11-2015 00:00,07-12-2015 00:00,2
Busan,Ningbo,8,1,40,506.2098107,12,09-12-2015 00:00,21-12-2015 00:00,6
Ningbo,Shanghai,5,1,40,134.246,9,27-12-2015 00:00,05-01-2016 00:00,6
Long Beach,Busan,20,2,40,5254.9634,24,20-12-2019 00:00,13-01-2020 00:00,2
Busan,Wenzhou,2,2,40,624.1703,4,15-01-2020 00:00,19-01-2020 00:00,6
Wenzhou,Ningbo,1,2,40,234.4704,2,25-01-2020 00:00,27-01-2020 00:00,6
Ningbo,Shanghai,5,2,40,134.246,7,02-02-2020 00:00,09-02-2020 00:00,6
Seattle,Yokohama,15,1,41,4247.728669,16,03-05-2016 00:00,19-05-2016 00:00,5
Yokohama,Busan,2,1,41,644.2606097,6,24-05-2016 00:00,30-05-2016 00:00,6
Busan,Ningbo,8,1,41,506.2098107,9,05-06-2016 00:00,14-06-2016 00:00,6
Seattle,Yokohama,15,2,41,4247.728669,19,05-06-2017 00:00,24-06-2017 00:00,5
Yokohama,Busan,2,2,41,644.2606097,5,29-06-2017 00:00,04-07-2017 00:00,6
Busan,Wenzhou,2,2,41,624.1703,6,10-07-2017 00:00,16-07-2017 00:00,6
Wenzhou,Ningbo,1,2,41,234.4704,5,22-07-2017 00:00,27-07-2017 00:00,6
New York,Savannah,5,1,42,688.4059453,6,24-10-2015 00:00,30-10-2015 00:00,4
Savannah,Wilmington,3,1,42,628.8036587,6,03-11-2015 00:00,09-11-2015 00:00,6
Wilmington,Busan,36,1,42,10098.33221,41,15-11-2015 00:00,26-12-2015 00:00,6
Busan,Ningbo,8,1,42,506.2098107,13,01-01-2016 00:00,14-01-2016 00:00,6
New York,Savannah,5,2,42,688.4059453,8,08-10-2018 00:00,16-10-2018 00:00,4
Savannah,Wilmington,3,2,42,628.8036587,7,20-10-2018 00:00,27-10-2018 00:00,6
Wilmington,Busan,36,2,42,10098.33221,37,02-11-2018 00:00,09-12-2018 00:00,6
Busan,Wenzhou,2,2,42,624.1703,7,15-12-2018 00:00,22-12-2018 00:00,6
Wenzhou,Ningbo,1,2,42,234.4704,2,28-12-2018 00:00,30-12-2018 00:00,6
Savannah,Wilmington,3,1,43,628.8036587,6,30-03-2017 00:00,05-04-2017 00:00,6
Wilmington,Busan,36,1,43,10098.33221,41,11-04-2017 00:00,22-05-2017 00:00,6
Busan,Ningbo,8,1,43,506.2098107,9,28-05-2017 00:00,06-06-2017 00:00,6
Savannah,Wilmington,3,2,43,628.8036587,7,15-06-2018 00:00,22-06-2018 00:00,6
Wilmington,Busan,36,2,43,10098.33221,38,28-06-2018 00:00,05-08-2018 00:00,6
Busan,Wenzhou,2,2,43,624.1703,4,11-08-2018 00:00,15-08-2018 00:00,6
Wenzhou,Ningbo,1,2,43,234.4704,5,21-08-2018 00:00,26-08-2018 00:00,6
Los Angeles,Busan,20,1,44,5254.901206,22,22-01-2019 00:00,13-02-2019 00:00,3
Busan,Ningbo,8,1,44,506.2098107,10,16-02-2019 00:00,26-02-2019 00:00,6
Los Angeles,Busan,20,2,44,5254.901206,22,02-03-2018 00:00,24-03-2018 00:00,3
Busan,Wenzhou,2,2,44,624.1703,7,27-03-2018 00:00,03-04-2018 00:00,6
Wenzhou,Ningbo,1,2,44,234.4704,3,09-04-2018 00:00,12-04-2018 00:00,6
Long Beach,Busan,20,1,45,5254.9634,21,09-09-2016 00:00,30-09-2016 00:00,2
Busan,Ningbo,8,1,45,506.2098107,12,02-10-2016 00:00,14-10-2016 00:00,6
Long Beach,Busan,20,2,45,5254.9634,25,01-01-2016 00:00,26-01-2016 00:00,2
Busan,Wenzhou,2,2,45,624.1703,7,28-01-2016 00:00,04-02-2016 00:00,6
Wenzhou,Ningbo,1,2,45,234.4704,2,10-02-2016 00:00,12-02-2016 00:00,6
Seattle,Yokohama,15,1,46,4247.728669,17,16-11-2017 00:00,03-12-2017 00:00,5
Yokohama,Busan,2,1,46,644.2606097,6,08-12-2017 00:00,14-12-2017 00:00,6
Busan,Ningbo,8,1,46,506.2098107,9,20-12-2017 00:00,29-12-2017 00:00,6
Ningbo,Shanghai,5,1,46,134.246,8,04-01-2018 00:00,12-01-2018 00:00,6
Shanghai,Qingdao,3,1,46,335.4135659,7,18-01-2018 00:00,25-01-2018 00:00,6
Seattle,Yokohama,15,2,46,4247.728669,19,15-02-2017 00:00,06-03-2017 00:00,5
Yokohama,Busan,2,2,46,644.2606097,7,11-03-2017 00:00,18-03-2017 00:00,6
Busan,Wenzhou,2,2,46,624.1703,7,24-03-2017 00:00,31-03-2017 00:00,6
Wenzhou,Ningbo,1,2,46,234.4704,6,06-04-2017 00:00,12-04-2017 00:00,6
Ningbo,Shanghai,5,2,46,134.246,7,18-04-2017 00:00,25-04-2017 00:00,6
Shanghai,Qingdao,3,2,46,335.4135659,6,01-05-2017 00:00,07-05-2017 00:00,6
New York,Savannah,5,1,47,688.4059453,9,25-04-2016 00:00,04-05-2016 00:00,4
Savannah,Wilmington,3,1,47,628.8036587,8,08-05-2016 00:00,16-05-2016 00:00,6
Wilmington,Busan,36,1,47,10098.33221,37,22-05-2016 00:00,28-06-2016 00:00,6
Busan,Ningbo,8,1,47,506.2098107,12,04-07-2016 00:00,16-07-2016 00:00,6
Ningbo,Shanghai,5,1,47,134.246,7,22-07-2016 00:00,29-07-2016 00:00,6
Shanghai,Qingdao,3,1,47,335.4135659,5,04-08-2016 00:00,09-08-2016 00:00,6
New York,Savannah,5,2,47,688.4059453,8,05-02-2016 00:00,13-02-2016 00:00,4
Savannah,Wilmington,3,2,47,628.8036587,4,17-02-2016 00:00,21-02-2016 00:00,6
Wilmington,Busan,36,2,47,10098.33221,41,27-02-2016 00:00,08-04-2016 00:00,6
Busan,Wenzhou,2,2,47,624.1703,5,14-04-2016 00:00,19-04-2016 00:00,6
Wenzhou,Ningbo,1,2,47,234.4704,6,25-04-2016 00:00,01-05-2016 00:00,6
Ningbo,Shanghai,5,2,47,134.246,7,07-05-2016 00:00,14-05-2016 00:00,6
Shanghai,Qingdao,3,2,47,335.4135659,5,20-05-2016 00:00,25-05-2016 00:00,6
Savannah,Wilmington,3,1,48,628.8036587,7,22-04-2019 00:00,29-04-2019 00:00,6
Wilmington,Busan,36,1,48,10098.33221,41,05-05-2019 00:00,15-06-2019 00:00,6
Busan,Ningbo,8,1,48,506.2098107,9,21-06-2019 00:00,30-06-2019 00:00,6
Ningbo,Shanghai,5,1,48,134.246,6,06-07-2019 00:00,12-07-2019 00:00,6
Shanghai,Qingdao,3,1,48,335.4135659,7,18-07-2019 00:00,25-07-2019 00:00,6
Savannah,Wilmington,3,2,48,628.8036587,6,13-09-2018 00:00,19-09-2018 00:00,6
Wilmington,Busan,36,2,48,10098.33221,37,25-09-2018 00:00,01-11-2018 00:00,6
Busan,Wenzhou,2,2,48,624.1703,4,07-11-2018 00:00,11-11-2018 00:00,6
Wenzhou,Ningbo,1,2,48,234.4704,3,17-11-2018 00:00,20-11-2018 00:00,6
Ningbo,Shanghai,5,2,48,134.246,8,26-11-2018 00:00,04-12-2018 00:00,6
Shanghai,Qingdao,3,2,48,335.4135659,4,10-12-2018 00:00,14-12-2018 00:00,6
Los Angeles,Busan,20,1,49,5254.901206,21,15-04-2016 00:00,06-05-2016 00:00,3
Busan,Ningbo,8,1,49,506.2098107,13,09-05-2016 00:00,22-05-2016 00:00,6
Ningbo,Shanghai,5,1,49,134.246,6,28-05-2016 00:00,03-06-2016 00:00,6
Shanghai,Qingdao,3,1,49,335.4135659,6,09-06-2016 00:00,15-06-2016 00:00,6
Los Angeles,Busan,20,2,49,5254.901206,23,15-08-2015 00:00,07-09-2015 00:00,3
Busan,Wenzhou,2,2,49,624.1703,6,10-09-2015 00:00,16-09-2015 00:00,6
Wenzhou,Ningbo,1,2,49,234.4704,6,22-09-2015 00:00,28-09-2015 00:00,6
Ningbo,Shanghai,5,2,49,134.246,9,04-10-2015 00:00,13-10-2015 00:00,6
Shanghai,Qingdao,3,2,49,335.4135659,7,19-10-2015 00:00,26-10-2015 00:00,6
Long Beach,Busan,20,1,50,5254.9634,23,22-03-2018 00:00,14-04-2018 00:00,2
Busan,Ningbo,8,1,50,506.2098107,11,16-04-2018 00:00,27-04-2018 00:00,6
Ningbo,Shanghai,5,1,50,134.246,7,03-05-2018 00:00,10-05-2018 00:00,6
Shanghai,Qingdao,3,1,50,335.4135659,8,16-05-2018 00:00,24-05-2018 00:00,6
Long Beach,Busan,20,2,50,5254.9634,21,31-10-2018 00:00,21-11-2018 00:00,2
Busan,Wenzhou,2,2,50,624.1703,7,23-11-2018 00:00,30-11-2018 00:00,6
Wenzhou,Ningbo,1,2,50,234.4704,4,06-12-2018 00:00,10-12-2018 00:00,6
Ningbo,Shanghai,5,2,50,134.246,9,16-12-2018 00:00,25-12-2018 00:00,6
Shanghai,Qingdao,3,2,50,335.4135659,5,31-12-2018 00:00,05-01-2019 00:00,6
Qingdao,Shanghai,3,1,1,335.4135659,4,10-06-2018 00:00,14-06-2018 00:00,1
Shanghai,Ningbo,5,1,1,161.5943334,7,15-06-2018 00:00,22-06-2018 00:00,6
Ningbo,Wenzhou,1,1,1,234.4704,5,28-06-2018 00:00,03-07-2018 00:00,6
Wenzhou,Busan,2,1,1,624.1703,4,09-07-2018 00:00,13-07-2018 00:00,6
Busan,Long Beach,20,1,1,5254.9634,25,19-07-2018 00:00,13-08-2018 00:00,6
Qingdao,Shanghai,3,2,1,335.4135659,4,07-07-2019 00:00,11-07-2019 00:00,1
Shanghai,Ningbo,5,2,1,161.5943334,8,12-07-2019 00:00,20-07-2019 00:00,6
Ningbo,Busan,8,2,1,506.2098107,12,26-07-2019 00:00,07-08-2019 00:00,6
Busan,Long Beach,20,2,1,5254.9634,24,13-08-2019 00:00,06-09-2019 00:00,6
Qingdao,Shanghai,3,1,2,335.4135659,8,22-11-2017 00:00,30-11-2017 00:00,1
Shanghai,Ningbo,5,1,2,161.5943334,6,01-12-2017 00:00,07-12-2017 00:00,6
Ningbo,Wenzhou,1,1,2,234.4704,6,13-12-2017 00:00,19-12-2017 00:00,6
Wenzhou,Busan,2,1,2,624.1703,6,25-12-2017 00:00,31-12-2017 00:00,6
Busan,Los Angeles,20,1,2,5254.901206,22,06-01-2018 00:00,28-01-2018 00:00,6
Qingdao,Shanghai,3,2,2,335.4135659,7,31-05-2018 00:00,07-06-2018 00:00,1
Shanghai,Ningbo,5,2,2,161.5943334,9,08-06-2018 00:00,17-06-2018 00:00,6
Ningbo,Busan,8,2,2,506.2098107,10,23-06-2018 00:00,03-07-2018 00:00,6
Busan,Los Angeles,20,2,2,5254.901206,25,09-07-2018 00:00,03-08-2018 00:00,6
Qingdao,Shanghai,3,1,3,335.4135659,4,03-04-2017 00:00,07-04-2017 00:00,1
Shanghai,Ningbo,5,1,3,161.5943334,7,08-04-2017 00:00,15-04-2017 00:00,6
Ningbo,Wenzhou,1,1,3,234.4704,5,21-04-2017 00:00,26-04-2017 00:00,6
Wenzhou,Busan,2,1,3,624.1703,4,02-05-2017 00:00,06-05-2017 00:00,6
Busan,Wilmington,36,1,3,10098.33221,38,12-05-2017 00:00,19-06-2017 00:00,6
Wilmington,Savannah,3,1,3,628.8036587,5,25-06-2017 00:00,30-06-2017 00:00,6
Qingdao,Shanghai,3,2,3,335.4135659,6,20-07-2016 00:00,26-07-2016 00:00,1
Shanghai,Ningbo,5,2,3,161.5943334,6,27-07-2016 00:00,02-08-2016 00:00,6
Ningbo,Busan,8,2,3,506.2098107,13,08-08-2016 00:00,21-08-2016 00:00,6
Busan,Wilmington,36,2,3,10098.33221,39,27-08-2016 00:00,05-10-2016 00:00,6
Wilmington,Savannah,3,2,3,628.8036587,7,11-10-2016 00:00,18-10-2016 00:00,6
Qingdao,Shanghai,3,1,4,335.4135659,7,19-07-2017 00:00,26-07-2017 00:00,1
Shanghai,Ningbo,5,1,4,161.5943334,10,27-07-2017 00:00,06-08-2017 00:00,6
Ningbo,Wenzhou,1,1,4,234.4704,5,12-08-2017 00:00,17-08-2017 00:00,6
Wenzhou,Busan,2,1,4,624.1703,4,23-08-2017 00:00,27-08-2017 00:00,6
Busan,Wilmington,36,1,4,10098.33221,38,02-09-2017 00:00,10-10-2017 00:00,6
Wilmington,Savannah,3,1,4,628.8036587,8,16-10-2017 00:00,24-10-2017 00:00,6
Savannah,New York,5,1,4,688.4059453,9,30-10-2017 00:00,08-11-2017 00:00,6
Qingdao,Shanghai,3,2,4,335.4135659,8,22-03-2016 00:00,30-03-2016 00:00,1
Shanghai,Ningbo,5,2,4,161.5943334,10,31-03-2016 00:00,10-04-2016 00:00,6
Ningbo,Busan,8,2,4,506.2098107,11,16-04-2016 00:00,27-04-2016 00:00,6
Busan,Wilmington,36,2,4,10098.33221,37,03-05-2016 00:00,09-06-2016 00:00,6
Wilmington,Savannah,3,2,4,628.8036587,6,15-06-2016 00:00,21-06-2016 00:00,6
Savannah,New York,5,2,4,688.4059453,7,27-06-2016 00:00,04-07-2016 00:00,6
Qingdao,Shanghai,3,1,5,335.4135659,5,13-04-2019 00:00,18-04-2019 00:00,1
Shanghai,Ningbo,5,1,5,161.5943334,9,19-04-2019 00:00,28-04-2019 00:00,6
Ningbo,Wenzhou,1,1,5,234.4704,6,04-05-2019 00:00,10-05-2019 00:00,6
Wenzhou,Busan,2,1,5,624.1703,6,16-05-2019 00:00,22-05-2019 00:00,6
Busan,Yokohama,2,1,5,644.2606097,3,28-05-2019 00:00,31-05-2019 00:00,6
Yokohama,Seattle,15,1,5,4247.728669,18,06-06-2019 00:00,24-06-2019 00:00,6
Qingdao,Shanghai,3,2,5,335.4135659,5,24-02-2017 00:00,01-03-2017 00:00,1
Shanghai,Ningbo,5,2,5,161.5943334,7,02-03-2017 00:00,09-03-2017 00:00,6
Ningbo,Busan,8,2,5,506.2098107,12,15-03-2017 00:00,27-03-2017 00:00,6
Busan,Yokohama,2,2,5,644.2606097,5,02-04-2017 00:00,07-04-2017 00:00,6
Yokohama,Seattle,15,2,5,4247.728669,19,13-04-2017 00:00,02-05-2017 00:00,6
Ningbo,Wenzhou,1,1,6,234.4704,4,04-07-2017 00:00,08-07-2017 00:00,6
Wenzhou,Busan,2,1,6,624.1703,6,14-07-2017 00:00,20-07-2017 00:00,6
Busan,Long Beach,20,1,6,5254.9634,21,26-07-2017 00:00,16-08-2017 00:00,6
Ningbo,Busan,8,2,6,506.2098107,10,22-08-2019 00:00,01-09-2019 00:00,6
Busan,Long Beach,20,2,6,5254.9634,25,07-09-2019 00:00,02-10-2019 00:00,6
Ningbo,Wenzhou,1,1,7,234.4704,2,08-09-2017 00:00,10-09-2017 00:00,6
Wenzhou,Busan,2,1,7,624.1703,3,16-09-2017 00:00,19-09-2017 00:00,6
Busan,Los Angeles,20,1,7,5254.901206,24,25-09-2017 00:00,19-10-2017 00:00,6
Ningbo,Busan,8,2,7,506.2098107,13,14-10-2017 00:00,27-10-2017 00:00,6
Busan,Los Angeles,20,2,7,5254.901206,23,02-11-2017 00:00,25-11-2017 00:00,6
Ningbo,Wenzhou,1,1,8,234.4704,5,17-02-2017 00:00,22-02-2017 00:00,6
Wenzhou,Busan,2,1,8,624.1703,5,28-02-2017 00:00,05-03-2017 00:00,6
Busan,Wilmington,36,1,8,10098.33221,38,11-03-2017 00:00,18-04-2017 00:00,6
Wilmington,Savannah,3,1,8,628.8036587,7,24-04-2017 00:00,01-05-2017 00:00,6
Ningbo,Busan,8,2,8,506.2098107,12,01-10-2018 00:00,13-10-2018 00:00,6
Busan,Wilmington,36,2,8,10098.33221,38,19-10-2018 00:00,26-11-2018 00:00,6
Wilmington,Savannah,3,2,8,628.8036587,6,02-12-2018 00:00,08-12-2018 00:00,6
Ningbo,Wenzhou,1,1,9,234.4704,6,29-08-2016 00:00,04-09-2016 00:00,6
Wenzhou,Busan,2,1,9,624.1703,5,10-09-2016 00:00,15-09-2016 00:00,6
Busan,Wilmington,36,1,9,10098.33221,39,21-09-2016 00:00,30-10-2016 00:00,6
Wilmington,Savannah,3,1,9,628.8036587,7,05-11-2016 00:00,12-11-2016 00:00,6
Savannah,New York,5,1,9,688.4059453,7,18-11-2016 00:00,25-11-2016 00:00,6
Ningbo,Busan,8,2,9,506.2098107,11,05-12-2016 00:00,16-12-2016 00:00,6
Busan,Wilmington,36,2,9,10098.33221,38,22-12-2016 00:00,29-01-2017 00:00,6
Wilmington,Savannah,3,2,9,628.8036587,4,04-02-2017 00:00,08-02-2017 00:00,6
Savannah,New York,5,2,9,688.4059453,6,14-02-2017 00:00,20-02-2017 00:00,6
Ningbo,Wenzhou,1,1,10,234.4704,5,11-11-2018 00:00,16-11-2018 00:00,6
Wenzhou,Busan,2,1,10,624.1703,4,22-11-2018 00:00,26-11-2018 00:00,6
Busan,Yokohama,2,1,10,644.2606097,6,02-12-2018 00:00,08-12-2018 00:00,6
Yokohama,Seattle,15,1,10,4247.728669,18,14-12-2018 00:00,01-01-2019 00:00,6
Ningbo,Busan,8,2,10,506.2098107,10,22-01-2018 00:00,01-02-2018 00:00,6
Busan,Yokohama,2,2,10,644.2606097,6,07-02-2018 00:00,13-02-2018 00:00,6
Yokohama,Seattle,15,2,10,4247.728669,18,19-02-2018 00:00,09-03-2018 00:00,6
Shanghai,Ningbo,5,1,11,161.5943334,9,13-08-2017 00:00,22-08-2017 00:00,6
Ningbo,Wenzhou,1,1,11,234.4704,6,28-08-2017 00:00,03-09-2017 00:00,6
Wenzhou,Busan,2,1,11,624.1703,5,09-09-2017 00:00,14-09-2017 00:00,6
Busan,Long Beach,20,1,11,5254.9634,24,20-09-2017 00:00,14-10-2017 00:00,6
Shanghai,Ningbo,5,2,11,161.5943334,9,12-05-2019 00:00,21-05-2019 00:00,6
Ningbo,Busan,8,2,11,506.2098107,13,27-05-2019 00:00,09-06-2019 00:00,6
Busan,Long Beach,20,2,11,5254.9634,23,15-06-2019 00:00,08-07-2019 00:00,6
Shanghai,Ningbo,5,1,12,161.5943334,6,14-10-2015 00:00,20-10-2015 00:00,6
Ningbo,Wenzhou,1,1,12,234.4704,5,26-10-2015 00:00,31-10-2015 00:00,6
Wenzhou,Busan,2,1,12,624.1703,6,06-11-2015 00:00,12-11-2015 00:00,6
Busan,Los Angeles,20,1,12,5254.901206,21,18-11-2015 00:00,09-12-2015 00:00,6
Shanghai,Ningbo,5,2,12,161.5943334,9,25-02-2017 00:00,06-03-2017 00:00,6
Ningbo,Busan,8,2,12,506.2098107,10,12-03-2017 00:00,22-03-2017 00:00,6
Busan,Los Angeles,20,2,12,5254.901206,22,28-03-2017 00:00,19-04-2017 00:00,6
Shanghai,Ningbo,5,1,13,161.5943334,9,19-12-2018 00:00,28-12-2018 00:00,6
Ningbo,Wenzhou,1,1,13,234.4704,5,03-01-2019 00:00,08-01-2019 00:00,6
Wenzhou,Busan,2,1,13,624.1703,6,14-01-2019 00:00,20-01-2019 00:00,6
Busan,Wilmington,36,1,13,10098.33221,40,26-01-2019 00:00,07-03-2019 00:00,6
Wilmington,Savannah,3,1,13,628.8036587,7,13-03-2019 00:00,20-03-2019 00:00,6
Shanghai,Ningbo,5,2,13,161.5943334,7,05-04-2017 00:00,12-04-2017 00:00,6
Ningbo,Busan,8,2,13,506.2098107,9,18-04-2017 00:00,27-04-2017 00:00,6
Busan,Wilmington,36,2,13,10098.33221,41,03-05-2017 00:00,13-06-2017 00:00,6
Wilmington,Savannah,3,2,13,628.8036587,8,19-06-2017 00:00,27-06-2017 00:00,6
Shanghai,Ningbo,5,1,14,161.5943334,6,02-10-2019 00:00,08-10-2019 00:00,6
Ningbo,Wenzhou,1,1,14,234.4704,5,14-10-2019 00:00,19-10-2019 00:00,6
Wenzhou,Busan,2,1,14,624.1703,6,25-10-2019 00:00,31-10-2019 00:00,6
Busan,Wilmington,36,1,14,10098.33221,40,06-11-2019 00:00,16-12-2019 00:00,6
Wilmington,Savannah,3,1,14,628.8036587,8,22-12-2019 00:00,30-12-2019 00:00,6
Savannah,New York,5,1,14,688.4059453,10,05-01-2020 00:00,15-01-2020 00:00,6
Shanghai,Ningbo,5,2,14,161.5943334,6,09-11-2017 00:00,15-11-2017 00:00,6
Ningbo,Busan,8,2,14,506.2098107,12,21-11-2017 00:00,03-12-2017 00:00,6
Busan,Wilmington,36,2,14,10098.33221,39,09-12-2017 00:00,17-01-2018 00:00,6
Wilmington,Savannah,3,2,14,628.8036587,5,23-01-2018 00:00,28-01-2018 00:00,6
Savannah,New York,5,2,14,688.4059453,8,03-02-2018 00:00,11-02-2018 00:00,6
